date,state_mx,source,landing_page,dropoff_page,device,browser,sessions,bounce_rate,avg_duration_sec
2026-05-05,Nuevo León,Organic,/home,/servicios,Mobile,Safari,109,0.564,102
2026-05-05,Ciudad de México,CPC,/nosotros,/home,Mobile,Chrome,407,0.636,143
2026-05-05,Estado de México,Organic,/nosotros,/blog,Desktop,Chrome,120,0.49,168
2026-05-05,Ciudad de México,CPC,/servicios,/exit,Mobile,Chrome,259,0.643,109
2026-05-05,Nuevo León,Organic,/blog,/servicios,Mobile,Chrome,125,0.665,179
2026-05-06,Yucatán,Social,/nosotros,/contacto,Mobile,Safari,53,0.562,102
2026-05-06,Ciudad de México,CPC,/blog,/exit,Desktop,Chrome,320,0.662,215
2026-05-06,Coahuila,Organic,/servicios,/blog,Desktop,Chrome,19,0.377,189
2026-05-06,Estado de México,CPC,/servicios,/contacto,Mobile,Chrome,103,0.609,134
2026-05-06,Puebla,Social,/contacto,/home,Mobile,Chrome,73,0.634,93
2026-05-06,Yucatán,CPC,/blog,/contacto,Mobile,Chrome,34,0.741,206
2026-05-06,Estado de México,Direct,/blog,/servicios,Mobile,Chrome,106,0.463,229
2026-05-06,Estado de México,Direct,/contacto,/home,Mobile,Safari,98,0.39,162
2026-05-06,Nuevo León,Social,/blog,/servicios,Mobile,Chrome,107,0.791,204
2026-05-06,Hidalgo,Organic,/blog,/home,Desktop,Chrome,17,0.544,211
2026-05-06,San Luis Potosí,Social,/blog,/home,Desktop,Chrome,17,0.589,217
2026-05-06,Ciudad de México,Social,/contacto,/blog,Mobile,Chrome,318,0.571,101
2026-05-06,Yucatán,Organic,/servicios,/exit,Mobile,Safari,42,0.562,193
2026-05-06,Quintana Roo,Direct,/home,/contacto,Desktop,Firefox,31,0.335,215
2026-05-06,Yucatán,Direct,/home,/exit,Mobile,Edge,57,0.502,132
2026-05-06,Ciudad de México,CPC,/servicios,/home,Mobile,Chrome,395,0.588,148
2026-05-06,Nuevo León,Social,/servicios,/home,Mobile,Chrome,140,0.663,134
2026-05-06,Coahuila,Email,/home,/nosotros,Mobile,Chrome,18,0.611,104
2026-05-06,Jalisco,Social,/servicios,/blog,Mobile,Firefox,154,0.735,134
2026-05-06,Baja California,Direct,/home,/blog,Tablet,Chrome,28,0.348,206
2026-05-07,Quintana Roo,Social,/home,/servicios,Tablet,Chrome,49,0.506,165
2026-05-07,Ciudad de México,CPC,/contacto,/nosotros,Desktop,Chrome,372,0.525,116
2026-05-07,Jalisco,Social,/contacto,/home,Desktop,Chrome,160,0.438,115
2026-05-07,Ciudad de México,CPC,/blog,/exit,Mobile,Firefox,377,0.806,154
2026-05-07,Jalisco,Direct,/blog,/nosotros,Mobile,Firefox,180,0.531,254
2026-05-07,Ciudad de México,CPC,/nosotros,/exit,Mobile,Safari,287,0.703,77
2026-05-07,Nuevo León,CPC,/home,/exit,Desktop,Safari,138,0.558,153
2026-05-07,Guanajuato,CPC,/home,/exit,Mobile,Safari,41,0.657,106
2026-05-07,Jalisco,CPC,/servicios,/blog,Mobile,Chrome,160,0.694,121
2026-05-07,Quintana Roo,Organic,/blog,/servicios,Mobile,Safari,39,0.67,194
2026-05-07,Nuevo León,Organic,/contacto,/servicios,Desktop,Firefox,156,0.318,150
2026-05-07,Chihuahua,Email,/servicios,/home,Mobile,Safari,25,0.644,180
2026-05-07,Ciudad de México,CPC,/nosotros,/exit,Mobile,Chrome,333,0.643,104
2026-05-07,Coahuila,Social,/servicios,/contacto,Mobile,Chrome,18,0.721,143
2026-05-07,Puebla,CPC,/blog,/exit,Mobile,Chrome,53,0.78,170
2026-05-07,Puebla,CPC,/blog,/exit,Mobile,Chrome,55,0.722,152
2026-05-07,Guanajuato,Organic,/blog,/exit,Mobile,Chrome,48,0.778,204
2026-05-07,Aguascalientes,CPC,/blog,/contacto,Desktop,Chrome,13,0.587,202
2026-05-07,Chihuahua,Organic,/nosotros,/exit,Mobile,Chrome,27,0.637,155
2026-05-08,Ciudad de México,Organic,/blog,/exit,Mobile,Chrome,421,0.692,197
2026-05-08,Baja California,Direct,/servicios,/nosotros,Mobile,Chrome,44,0.364,169
2026-05-08,Querétaro,CPC,/servicios,/home,Mobile,Chrome,64,0.499,166
2026-05-08,Veracruz,Organic,/nosotros,/contacto,Mobile,Safari,16,0.586,146
2026-05-08,Coahuila,Organic,/blog,/exit,Mobile,Chrome,25,0.545,181
2026-05-08,Estado de México,CPC,/nosotros,/exit,Mobile,Chrome,129,0.62,165
2026-05-08,Ciudad de México,CPC,/blog,/servicios,Desktop,Chrome,254,0.481,223
2026-05-08,Estado de México,Organic,/nosotros,/blog,Tablet,Safari,121,0.484,176
2026-05-08,Querétaro,Organic,/contacto,/nosotros,Mobile,Chrome,65,0.505,171
2026-05-08,Jalisco,Organic,/nosotros,/blog,Mobile,Chrome,163,0.612,154
2026-05-08,Nuevo León,Social,/servicios,/nosotros,Mobile,Safari,91,0.622,141
2026-05-08,Sonora,CPC,/nosotros,/exit,Desktop,Chrome,27,0.495,139
2026-05-08,Estado de México,Email,/servicios,/exit,Desktop,Chrome,113,0.479,183
2026-05-08,Ciudad de México,Social,/blog,/exit,Mobile,Opera,340,0.713,170
2026-05-08,Veracruz,CPC,/nosotros,/exit,Mobile,Chrome,24,0.609,134
2026-05-08,Yucatán,Organic,/servicios,/exit,Desktop,Chrome,36,0.46,187
2026-05-08,Estado de México,CPC,/blog,/nosotros,Desktop,Chrome,133,0.605,217
2026-05-08,Morelos,Organic,/home,/home,Desktop,Chrome,7,0.399,153
2026-05-08,Nuevo León,Social,/blog,/exit,Desktop,Safari,155,0.583,167
2026-05-09,Jalisco,Organic,/home,/exit,Mobile,Chrome,103,0.592,130
2026-05-09,Querétaro,Social,/contacto,/servicios,Mobile,Chrome,44,0.641,130
2026-05-09,Ciudad de México,Direct,/nosotros,/contacto,Desktop,Chrome,264,0.35,207
2026-05-09,Baja California,Organic,/nosotros,/exit,Mobile,Chrome,32,0.584,140
2026-05-09,Jalisco,CPC,/nosotros,/servicios,Desktop,Firefox,64,0.472,152
2026-05-09,Ciudad de México,Direct,/nosotros,/exit,Mobile,Chrome,240,0.467,152
2026-05-09,Jalisco,Organic,/servicios,/exit,Mobile,Chrome,106,0.598,179
2026-05-09,Guanajuato,Email,/blog,/exit,Desktop,Safari,34,0.491,200
2026-05-09,Yucatán,Social,/contacto,/nosotros,Mobile,Chrome,39,0.599,127
2026-05-09,Ciudad de México,Organic,/servicios,/servicios,Desktop,Chrome,269,0.448,199
2026-05-09,Nuevo León,CPC,/blog,/exit,Mobile,Chrome,87,0.748,157
2026-05-09,Chihuahua,Direct,/home,/exit,Desktop,Chrome,22,0.369,141
2026-05-09,Yucatán,Email,/home,/exit,Desktop,Chrome,19,0.442,153
2026-05-09,Ciudad de México,CPC,/contacto,/nosotros,Desktop,Safari,264,0.413,132
2026-05-09,Ciudad de México,Direct,/home,/blog,Mobile,Chrome,259,0.463,166
2026-05-09,Ciudad de México,Social,/servicios,/servicios,Mobile,Chrome,253,0.686,133
2026-05-09,Nuevo León,Direct,/contacto,/exit,Desktop,Firefox,67,0.18,196
2026-05-09,Guanajuato,CPC,/nosotros,/exit,Mobile,Chrome,20,0.639,118
2026-05-09,Veracruz,Organic,/contacto,/exit,Desktop,Firefox,18,0.416,149
2026-05-09,Jalisco,Organic,/contacto,/exit,Desktop,Edge,107,0.295,140
2026-05-09,Querétaro,CPC,/nosotros,/exit,Mobile,Chrome,54,0.694,119
2026-05-10,Guanajuato,Direct,/servicios,/home,Mobile,Chrome,36,0.432,205
2026-05-10,Ciudad de México,Direct,/blog,/exit,Mobile,Chrome,279,0.549,186
2026-05-10,Ciudad de México,CPC,/home,/contacto,Mobile,Safari,223,0.513,130
2026-05-10,Quintana Roo,Email,/contacto,/exit,Desktop,Edge,19,0.341,176
2026-05-10,Guanajuato,Social,/servicios,/home,Desktop,Chrome,30,0.561,158
2026-05-10,Ciudad de México,Social,/home,/nosotros,Desktop,Chrome,168,0.495,151
2026-05-10,Estado de México,CPC,/blog,/exit,Mobile,Chrome,78,0.695,139
2026-05-10,Guanajuato,CPC,/nosotros,/exit,Mobile,Chrome,28,0.666,108
2026-05-10,Ciudad de México,CPC,/blog,/exit,Desktop,Firefox,170,0.637,221
2026-05-10,Jalisco,CPC,/blog,/nosotros,Mobile,Chrome,90,0.782,199
2026-05-10,Ciudad de México,Direct,/nosotros,/home,Desktop,Chrome,221,0.366,171
2026-05-10,Estado de México,CPC,/nosotros,/exit,Desktop,Safari,82,0.514,124
2026-05-10,Nuevo León,CPC,/blog,/home,Mobile,Edge,85,0.658,205
2026-05-10,Jalisco,Organic,/blog,/exit,Desktop,Chrome,110,0.44,221
2026-05-10,Guanajuato,CPC,/servicios,/exit,Mobile,Chrome,27,0.709,137
2026-05-10,Yucatán,CPC,/contacto,/servicios,Mobile,Safari,21,0.582,143
2026-05-10,Sonora,CPC,/nosotros,/contacto,Desktop,Chrome,11,0.493,155
2026-05-10,Ciudad de México,CPC,/home,/exit,Mobile,Chrome,188,0.649,123
2026-05-10,Jalisco,CPC,/blog,/servicios,Mobile,Chrome,105,0.706,190
2026-05-10,Nuevo León,Organic,/home,/servicios,Mobile,Safari,64,0.487,141
2026-05-10,Jalisco,Organic,/nosotros,/home,Mobile,Chrome,66,0.578,138
2026-05-11,Aguascalientes,Social,/servicios,/nosotros,Mobile,Chrome,8,0.714,126
2026-05-11,Yucatán,Organic,/servicios,/exit,Mobile,Chrome,49,0.568,168
2026-05-11,Nuevo León,Social,/home,/servicios,Mobile,Firefox,150,0.602,95
2026-05-11,Jalisco,CPC,/contacto,/blog,Desktop,Chrome,118,0.401,139
2026-05-11,Jalisco,Organic,/blog,/exit,Mobile,Chrome,123,0.702,201
2026-05-11,Puebla,Organic,/nosotros,/blog,Mobile,Safari,66,0.54,157
2026-05-11,Querétaro,Organic,/home,/exit,Desktop,Chrome,46,0.406,154
2026-05-11,Chihuahua,Social,/home,/contacto,Desktop,Chrome,32,0.518,130
2026-05-11,Quintana Roo,Social,/home,/servicios,Mobile,Chrome,32,0.647,119
2026-05-11,Ciudad de México,Organic,/home,/exit,Desktop,Chrome,360,0.436,191
2026-05-11,Jalisco,Organic,/servicios,/home,Desktop,Safari,187,0.461,207
2026-05-11,Nuevo León,Organic,/contacto,/exit,Mobile,Safari,86,0.499,131
2026-05-11,Tamaulipas,Direct,/blog,/servicios,Desktop,Safari,30,0.363,232
2026-05-11,Sonora,Organic,/home,/exit,Mobile,Safari,23,0.559,167
2026-05-11,Nuevo León,CPC,/servicios,/home,Desktop,Edge,154,0.505,174
2026-05-11,Ciudad de México,Organic,/servicios,/exit,Desktop,Chrome,317,0.459,192
2026-05-11,Jalisco,Organic,/nosotros,/exit,Desktop,Chrome,152,0.45,159
2026-05-11,Nuevo León,Email,/contacto,/exit,Desktop,Safari,154,0.366,120
2026-05-11,Estado de México,Organic,/blog,/exit,Mobile,Chrome,118,0.743,217
2026-05-11,Ciudad de México,CPC,/home,/exit,Mobile,Chrome,296,0.594,129
2026-05-12,Ciudad de México,CPC,/nosotros,/contacto,Desktop,Chrome,318,0.447,181
2026-05-12,Yucatán,CPC,/home,/home,Mobile,Chrome,53,0.671,110
2026-05-12,Estado de México,CPC,/servicios,/blog,Mobile,Chrome,123,0.696,160
2026-05-12,Estado de México,Social,/contacto,/exit,Mobile,Chrome,85,0.577,106
2026-05-12,Hidalgo,CPC,/servicios,/contacto,Desktop,Chrome,10,0.481,179
2026-05-12,Ciudad de México,Direct,/nosotros,/exit,Desktop,Chrome,434,0.369,166
2026-05-12,Jalisco,Organic,/home,/contacto,Mobile,Chrome,179,0.55,121
2026-05-12,Ciudad de México,CPC,/nosotros,/servicios,Desktop,Safari,268,0.497,150
2026-05-12,Ciudad de México,Organic,/contacto,/exit,Mobile,Chrome,303,0.513,154
2026-05-12,Ciudad de México,Organic,/servicios,/blog,Mobile,Edge,239,0.579,166
2026-05-12,Puebla,CPC,/servicios,/blog,Desktop,Chrome,51,0.447,137
2026-05-12,Hidalgo,Email,/home,/servicios,Desktop,Edge,12,0.439,134
2026-05-12,Jalisco,CPC,/servicios,/exit,Desktop,Firefox,165,0.535,161
2026-05-12,Ciudad de México,Organic,/servicios,/exit,Desktop,Chrome,433,0.435,205
2026-05-12,Nuevo León,Social,/contacto,/nosotros,Mobile,Chrome,119,0.589,131
2026-05-12,Puebla,Social,/nosotros,/exit,Mobile,Chrome,66,0.708,152
2026-05-12,Nuevo León,Organic,/nosotros,/exit,Mobile,Chrome,152,0.569,148
2026-05-12,Yucatán,Organic,/home,/contacto,Mobile,Chrome,53,0.519,146
2026-05-12,Jalisco,CPC,/nosotros,/servicios,Mobile,Chrome,157,0.684,106
2026-05-13,Estado de México,Social,/home,/servicios,Desktop,Edge,102,0.55,156
2026-05-13,Jalisco,Organic,/blog,/servicios,Desktop,Safari,150,0.604,235
2026-05-13,Guanajuato,Direct,/blog,/exit,Mobile,Chrome,47,0.597,193
2026-05-13,Ciudad de México,Social,/nosotros,/servicios,Tablet,Firefox,380,0.531,148
2026-05-13,Yucatán,Social,/home,/blog,Desktop,Chrome,41,0.554,164
2026-05-13,Estado de México,CPC,/home,/contacto,Desktop,Chrome,119,0.482,161
2026-05-13,Puebla,CPC,/blog,/contacto,Desktop,Chrome,58,0.625,205
2026-05-13,San Luis Potosí,Organic,/contacto,/contacto,Desktop,Chrome,13,0.374,187
2026-05-13,Estado de México,Organic,/nosotros,/exit,Mobile,Chrome,93,0.62,154
2026-05-13,Ciudad de México,Social,/home,/exit,Mobile,Chrome,311,0.688,141
2026-05-13,Ciudad de México,Organic,/nosotros,/nosotros,Mobile,Chrome,432,0.514,135
2026-05-13,Ciudad de México,Email,/servicios,/blog,Desktop,Chrome,403,0.465,193
2026-05-13,Jalisco,Organic,/servicios,/home,Desktop,Chrome,110,0.461,176
2026-05-13,Ciudad de México,Organic,/nosotros,/contacto,Desktop,Chrome,383,0.362,138
2026-05-13,Jalisco,Direct,/servicios,/nosotros,Desktop,Chrome,118,0.224,223
2026-05-13,Ciudad de México,CPC,/servicios,/exit,Mobile,Firefox,271,0.621,182
2026-05-13,Puebla,Social,/contacto,/home,Mobile,Chrome,52,0.523,114
2026-05-13,Nuevo León,Organic,/home,/servicios,Mobile,Chrome,137,0.509,160
2026-05-13,Coahuila,CPC,/servicios,/nosotros,Mobile,Chrome,30,0.63,145
2026-05-13,Puebla,Social,/blog,/exit,Mobile,Chrome,44,0.746,173
2026-05-14,Estado de México,CPC,/blog,/servicios,Mobile,Safari,97,0.717,143
2026-05-14,Estado de México,CPC,/contacto,/exit,Mobile,Chrome,119,0.547,125
2026-05-14,Ciudad de México,Organic,/servicios,/nosotros,Desktop,Safari,280,0.442,198
2026-05-14,Ciudad de México,Social,/home,/exit,Desktop,Chrome,400,0.538,140
2026-05-14,Estado de México,Social,/contacto,/servicios,Mobile,Chrome,112,0.635,124
2026-05-14,Jalisco,Organic,/nosotros,/servicios,Mobile,Chrome,119,0.542,126
2026-05-14,Ciudad de México,Organic,/home,/exit,Mobile,Chrome,392,0.57,148
2026-05-14,Jalisco,Social,/servicios,/nosotros,Mobile,Edge,156,0.753,139
2026-05-14,Ciudad de México,Organic,/contacto,/exit,Desktop,Chrome,278,0.368,195
2026-05-14,Chihuahua,Organic,/contacto,/home,Desktop,Safari,21,0.352,180
2026-05-14,Ciudad de México,Organic,/nosotros,/exit,Desktop,Chrome,301,0.394,199
2026-05-14,Ciudad de México,Social,/home,/blog,Mobile,Safari,383,0.683,137
2026-05-14,Chihuahua,Social,/servicios,/exit,Mobile,Safari,23,0.709,166
2026-05-14,Ciudad de México,CPC,/servicios,/exit,Tablet,Chrome,258,0.481,154
2026-05-14,Tamaulipas,Organic,/blog,/servicios,Mobile,Safari,21,0.677,217
2026-05-14,Jalisco,CPC,/nosotros,/home,Desktop,Chrome,186,0.469,159
2026-05-15,Estado de México,Social,/nosotros,/home,Desktop,Safari,97,0.546,104
2026-05-15,Estado de México,Organic,/nosotros,/blog,Desktop,Chrome,97,0.415,166
2026-05-15,Ciudad de México,CPC,/home,/exit,Mobile,Chrome,383,0.536,117
2026-05-15,Tamaulipas,Email,/contacto,/home,Mobile,Chrome,26,0.452,130
2026-05-15,Ciudad de México,CPC,/blog,/contacto,Mobile,Edge,334,0.716,155
2026-05-15,Veracruz,Social,/blog,/exit,Mobile,Chrome,24,0.766,200
2026-05-15,Puebla,Organic,/servicios,/home,Desktop,Firefox,71,0.377,212
2026-05-15,Chihuahua,CPC,/nosotros,/blog,Mobile,Chrome,25,0.623,100
2026-05-15,Jalisco,CPC,/home,/servicios,Desktop,Safari,151,0.526,132
2026-05-15,Ciudad de México,Social,/servicios,/exit,Desktop,Chrome,232,0.548,154
2026-05-15,Nuevo León,Organic,/servicios,/exit,Mobile,Chrome,96,0.546,168
2026-05-15,Estado de México,Organic,/servicios,/blog,Mobile,Safari,136,0.467,182
2026-05-15,Ciudad de México,Social,/home,/blog,Mobile,Chrome,303,0.606,119
2026-05-15,Ciudad de México,Organic,/contacto,/exit,Desktop,Chrome,242,0.354,170
2026-05-15,Querétaro,Email,/nosotros,/exit,Desktop,Firefox,77,0.358,172
2026-05-15,Tabasco,Social,/nosotros,/exit,Tablet,Safari,16,0.591,144
2026-05-15,Sonora,CPC,/home,/exit,Desktop,Edge,29,0.59,136
2026-05-15,Ciudad de México,CPC,/contacto,/blog,Desktop,Edge,274,0.487,147
2026-05-15,Ciudad de México,Social,/contacto,/nosotros,Mobile,Chrome,381,0.541,150
2026-05-16,Morelos,Direct,/blog,/exit,Desktop,Safari,12,0.482,228
2026-05-16,Guanajuato,Organic,/contacto,/exit,Mobile,Chrome,33,0.555,134
2026-05-16,Estado de México,Organic,/home,/servicios,Mobile,Firefox,86,0.631,175
2026-05-16,Chihuahua,Social,/nosotros,/exit,Mobile,Chrome,15,0.743,103
2026-05-16,Nuevo León,Social,/contacto,/exit,Mobile,Chrome,83,0.553,135
2026-05-16,Guanajuato,CPC,/nosotros,/exit,Desktop,Chrome,23,0.504,153
2026-05-16,Jalisco,CPC,/contacto,/blog,Mobile,Firefox,115,0.577,115
2026-05-16,Ciudad de México,CPC,/blog,/exit,Desktop,Firefox,255,0.533,207
2026-05-16,Ciudad de México,CPC,/servicios,/exit,Mobile,Chrome,190,0.595,143
2026-05-16,Querétaro,Organic,/home,/exit,Desktop,Safari,38,0.416,205
2026-05-16,Estado de México,Social,/nosotros,/home,Mobile,Chrome,81,0.696,104
2026-05-16,Guanajuato,Social,/servicios,/exit,Desktop,Chrome,35,0.613,170
2026-05-16,Coahuila,Email,/nosotros,/exit,Mobile,Chrome,20,0.642,128
2026-05-16,Ciudad de México,Direct,/home,/servicios,Desktop,Chrome,247,0.376,162
2026-05-16,Nuevo León,Organic,/blog,/exit,Mobile,Safari,63,0.659,203
2026-05-16,Guanajuato,CPC,/servicios,/nosotros,Desktop,Opera,38,0.53,169
2026-05-16,Hidalgo,Organic,/blog,/exit,Mobile,Opera,11,0.661,214
2026-05-16,Jalisco,Organic,/nosotros,/exit,Desktop,Chrome,118,0.447,135
2026-05-16,Querétaro,Organic,/home,/servicios,Desktop,Chrome,40,0.44,194
2026-05-17,Nuevo León,Social,/nosotros,/contacto,Mobile,Chrome,86,0.672,124
2026-05-17,Jalisco,Social,/nosotros,/exit,Desktop,Chrome,70,0.576,116
2026-05-17,Estado de México,Organic,/home,/exit,Desktop,Chrome,54,0.459,192
2026-05-17,Ciudad de México,CPC,/servicios,/contacto,Desktop,Chrome,235,0.42,160
2026-05-17,Ciudad de México,Email,/contacto,/servicios,Mobile,Chrome,276,0.5,121
2026-05-17,Tamaulipas,Direct,/servicios,/exit,Mobile,Chrome,21,0.614,151
2026-05-17,Querétaro,CPC,/home,/blog,Desktop,Safari,38,0.532,135
2026-05-17,Ciudad de México,CPC,/contacto,/nosotros,Desktop,Chrome,224,0.36,171
2026-05-17,Jalisco,Organic,/servicios,/exit,Mobile,Chrome,69,0.647,167
2026-05-17,Ciudad de México,CPC,/contacto,/servicios,Desktop,Safari,261,0.493,144
2026-05-17,Ciudad de México,CPC,/home,/exit,Mobile,Chrome,207,0.62,102
2026-05-17,Jalisco,Organic,/home,/servicios,Desktop,Chrome,119,0.413,176
2026-05-17,Veracruz,Organic,/nosotros,/home,Desktop,Chrome,14,0.365,162
2026-05-17,Chihuahua,Organic,/blog,/exit,Tablet,Chrome,21,0.472,223
2026-05-17,Jalisco,CPC,/servicios,/exit,Mobile,Safari,73,0.726,152
2026-05-17,Hidalgo,Social,/nosotros,/servicios,Mobile,Chrome,13,0.64,115
2026-05-17,Nuevo León,Direct,/blog,/exit,Desktop,Safari,58,0.384,259
2026-05-17,Ciudad de México,Organic,/servicios,/contacto,Desktop,Firefox,163,0.375,191
2026-05-17,Sonora,Email,/servicios,/contacto,Mobile,Chrome,19,0.554,126
2026-05-17,Querétaro,Direct,/contacto,/exit,Desktop,Safari,43,0.254,180
2026-05-18,Aguascalientes,Social,/servicios,/servicios,Desktop,Chrome,9,0.417,169
2026-05-18,Nuevo León,CPC,/servicios,/exit,Mobile,Chrome,142,0.636,163
2026-05-18,Ciudad de México,Organic,/blog,/exit,Desktop,Chrome,432,0.526,231
2026-05-18,Nuevo León,CPC,/contacto,/nosotros,Mobile,Chrome,102,0.685,116
2026-05-18,Ciudad de México,CPC,/home,/contacto,Mobile,Chrome,418,0.691,130
2026-05-18,Ciudad de México,Social,/blog,/nosotros,Mobile,Chrome,419,0.779,172
2026-05-18,Nuevo León,Direct,/nosotros,/home,Mobile,Chrome,146,0.501,164
2026-05-18,Ciudad de México,CPC,/servicios,/exit,Mobile,Chrome,428,0.693,157
2026-05-18,Nuevo León,Social,/nosotros,/contacto,Mobile,Safari,152,0.765,148
2026-05-18,Quintana Roo,Organic,/servicios,/home,Mobile,Chrome,45,0.651,164
2026-05-18,Nuevo León,Organic,/servicios,/exit,Mobile,Safari,134,0.57,199
2026-05-18,Coahuila,Email,/servicios,/contacto,Mobile,Safari,25,0.552,123
2026-05-18,Ciudad de México,Email,/servicios,/home,Desktop,Chrome,316,0.545,171
2026-05-18,Nuevo León,CPC,/nosotros,/contacto,Mobile,Chrome,133,0.659,134
2026-05-18,Ciudad de México,CPC,/blog,/blog,Mobile,Chrome,307,0.742,218
2026-05-18,Ciudad de México,Organic,/blog,/contacto,Desktop,Chrome,415,0.485,241
2026-05-18,Nuevo León,Organic,/contacto,/exit,Mobile,Safari,94,0.497,123
2026-05-18,Yucatán,CPC,/servicios,/exit,Mobile,Safari,33,0.706,165
2026-05-18,Ciudad de México,CPC,/servicios,/blog,Desktop,Safari,322,0.566,183
2026-05-19,Jalisco,CPC,/servicios,/home,Desktop,Chrome,121,0.485,136
2026-05-19,Yucatán,Direct,/blog,/nosotros,Desktop,Chrome,56,0.467,258
2026-05-19,Tamaulipas,CPC,/servicios,/nosotros,Mobile,Chrome,26,0.671,116
2026-05-19,Guanajuato,CPC,/home,/servicios,Desktop,Edge,57,0.464,138
2026-05-19,Querétaro,Organic,/contacto,/exit,Mobile,Chrome,92,0.425,148
2026-05-19,Estado de México,Organic,/contacto,/home,Mobile,Safari,94,0.501,145
2026-05-19,Ciudad de México,Direct,/home,/exit,Desktop,Chrome,284,0.327,185
2026-05-19,Jalisco,CPC,/contacto,/blog,Mobile,Chrome,112,0.572,121
2026-05-19,Quintana Roo,Social,/servicios,/blog,Mobile,Firefox,22,0.667,116
2026-05-19,Tamaulipas,Organic,/servicios,/exit,Desktop,Chrome,19,0.45,222
2026-05-19,Coahuila,CPC,/nosotros,/blog,Mobile,Safari,26,0.595,116
2026-05-19,Quintana Roo,Organic,/servicios,/exit,Desktop,Firefox,23,0.499,176
2026-05-19,Puebla,Organic,/nosotros,/exit,Mobile,Chrome,73,0.566,130
2026-05-19,Yucatán,Organic,/home,/exit,Mobile,Chrome,51,0.628,163
2026-05-19,Ciudad de México,Direct,/home,/exit,Desktop,Safari,257,0.343,179
2026-05-19,Ciudad de México,Social,/blog,/nosotros,Desktop,Safari,262,0.592,206
2026-05-19,Estado de México,Organic,/home,/contacto,Mobile,Chrome,127,0.606,140
2026-05-19,Ciudad de México,CPC,/nosotros,/exit,Mobile,Chrome,376,0.497,118
2026-05-20,Ciudad de México,Email,/home,/nosotros,Mobile,Chrome,418,0.624,100
2026-05-20,Ciudad de México,CPC,/servicios,/exit,Desktop,Safari,373,0.496,180
2026-05-20,Veracruz,Social,/home,/exit,Tablet,Safari,27,0.595,135
2026-05-20,Ciudad de México,CPC,/home,/servicios,Desktop,Firefox,321,0.537,158
2026-05-20,Ciudad de México,Social,/nosotros,/exit,Mobile,Chrome,319,0.758,148
2026-05-20,Veracruz,CPC,/nosotros,/contacto,Mobile,Chrome,30,0.719,129
2026-05-20,Estado de México,Social,/home,/blog,Desktop,Chrome,71,0.503,161
2026-05-20,Ciudad de México,Organic,/servicios,/blog,Desktop,Chrome,268,0.539,191
2026-05-20,Ciudad de México,Social,/servicios,/nosotros,Mobile,Chrome,242,0.626,163
2026-05-20,Puebla,Organic,/home,/servicios,Desktop,Edge,46,0.487,181
2026-05-20,Quintana Roo,Organic,/contacto,/exit,Mobile,Safari,33,0.491,121
2026-05-20,Querétaro,Organic,/home,/exit,Mobile,Chrome,55,0.664,142
2026-05-20,Puebla,Direct,/contacto,/nosotros,Desktop,Safari,69,0.296,179
2026-05-20,Ciudad de México,CPC,/nosotros,/exit,Tablet,Safari,277,0.62,101
2026-05-20,Querétaro,Organic,/nosotros,/exit,Desktop,Chrome,58,0.41,161
2026-05-20,Ciudad de México,Organic,/home,/blog,Desktop,Edge,265,0.492,180
2026-05-20,Yucatán,Organic,/home,/blog,Desktop,Chrome,32,0.349,158
2026-05-21,Ciudad de México,Organic,/blog,/exit,Mobile,Opera,337,0.661,176
2026-05-21,Hidalgo,Social,/contacto,/home,Mobile,Chrome,12,0.698,120
2026-05-21,Nuevo León,Direct,/nosotros,/home,Mobile,Chrome,128,0.538,133
2026-05-21,Querétaro,Social,/contacto,/exit,Mobile,Firefox,80,0.651,108
2026-05-21,Yucatán,Organic,/nosotros,/home,Mobile,Edge,56,0.582,201
2026-05-21,Querétaro,Email,/home,/exit,Desktop,Opera,56,0.304,131
2026-05-21,Yucatán,Organic,/blog,/servicios,Mobile,Chrome,42,0.648,211
2026-05-21,Guanajuato,CPC,/nosotros,/exit,Tablet,Firefox,34,0.617,141
2026-05-21,Jalisco,Organic,/servicios,/contacto,Mobile,Chrome,146,0.517,187
2026-05-21,Estado de México,Organic,/contacto,/exit,Desktop,Safari,78,0.34,148
2026-05-21,Ciudad de México,Organic,/home,/blog,Mobile,Chrome,408,0.537,156
2026-05-21,Estado de México,Social,/home,/exit,Mobile,Chrome,137,0.694,130
2026-05-21,Jalisco,Email,/nosotros,/home,Mobile,Safari,144,0.601,132
2026-05-21,Querétaro,Organic,/nosotros,/home,Mobile,Chrome,87,0.604,138
2026-05-21,Ciudad de México,Organic,/blog,/exit,Desktop,Chrome,249,0.517,242
2026-05-21,Sonora,CPC,/blog,/servicios,Mobile,Chrome,19,0.694,205
2026-05-22,Ciudad de México,Direct,/servicios,/exit,Mobile,Chrome,325,0.498,162
2026-05-22,Chihuahua,Organic,/servicios,/nosotros,Desktop,Chrome,32,0.536,201
2026-05-22,Tamaulipas,CPC,/nosotros,/blog,Mobile,Safari,30,0.742,103
2026-05-22,Querétaro,Social,/servicios,/nosotros,Desktop,Chrome,71,0.512,166
2026-05-22,Ciudad de México,Organic,/blog,/exit,Desktop,Firefox,238,0.419,235
2026-05-22,Puebla,Social,/blog,/exit,Mobile,Chrome,58,0.794,187
2026-05-22,Nuevo León,Organic,/nosotros,/blog,Desktop,Chrome,133,0.378,149
